date_heure_debut,date_heure_fin,upward_weighted_average_price,downward_weighted_average_price,upward_marginal_price,downward_marginal_price,terre_clearing_price,upward_weighted_average_price_afrr_fr,downward_weighted_average_price_afrr_fr
2026-06-03T01:45:00+02:00,2026-06-03T02:00:00+02:00,0,-147.33,0,-267.7,,0,-267.7
2026-06-03T01:30:00+02:00,2026-06-03T01:45:00+02:00,22.92,0.42,22.92,-10.9,,1.2,8.33
2026-06-03T01:15:00+02:00,2026-06-03T01:30:00+02:00,1.2,-2.59,1.2,-15.05,,1.2,-15.05
2026-06-03T01:00:00+02:00,2026-06-03T01:15:00+02:00,34.6,-12.08,34.6,-42.79,,5.3,-42.79
2026-06-03T00:45:00+02:00,2026-06-03T01:00:00+02:00,34.6,-197.57,34.6,-387.94,,5.3,-387.94
2026-06-03T00:30:00+02:00,2026-06-03T00:45:00+02:00,33.9,-64.47,33.9,-132.81,,5.3,-132.81
2026-06-03T00:15:00+02:00,2026-06-03T00:30:00+02:00,0,-1.08,0,-11.35,,0,-11.35
2026-06-03T00:00:00+02:00,2026-06-03T00:15:00+02:00,-286.49,-133.03,0,-286.49,,0,-286.49
2026-06-02T23:45:00+02:00,2026-06-03T00:00:00+02:00,8.3,-10.03,8.3,-78.07,,8.3,-78.07
2026-06-02T23:30:00+02:00,2026-06-02T23:45:00+02:00,8.3,14.33,8.3,10,,8.3,19.67
2026-06-02T23:15:00+02:00,2026-06-02T23:30:00+02:00,8.3,4.87,8.3,-16.64,,8.3,-16.64
2026-06-02T23:00:00+02:00,2026-06-02T23:15:00+02:00,8.94,13.09,8.94,10,,19.5,12.55
2026-06-02T22:45:00+02:00,2026-06-02T23:00:00+02:00,6.7,10.27,6.7,-9.23,,6.7,-9.23
2026-06-02T22:30:00+02:00,2026-06-02T22:45:00+02:00,6.7,13.81,6.71,10,,6.71,57.45
2026-06-02T22:15:00+02:00,2026-06-02T22:30:00+02:00,1.92,15.42,1.92,10,,6.7,23.17
2026-06-02T22:00:00+02:00,2026-06-02T22:15:00+02:00,1.92,14.68,1.92,10,,6.7,21.8
2026-06-02T21:45:00+02:00,2026-06-02T22:00:00+02:00,13.64,-27.15,13.64,-130,,13.64,-13.27
2026-06-02T21:30:00+02:00,2026-06-02T21:45:00+02:00,1.92,-74.19,1.92,-172,,8.29,19.68
2026-06-02T21:15:00+02:00,2026-06-02T21:30:00+02:00,1.92,-74.46,1.92,-172,,8.3,19.77
2026-06-02T21:00:00+02:00,2026-06-02T21:15:00+02:00,1.92,-71.51,1.92,-172,,8.3,12.57
2026-06-02T20:45:00+02:00,2026-06-02T21:00:00+02:00,1.92,-246.1,1.92,-608.37,,8.3,-608.37
2026-06-02T20:30:00+02:00,2026-06-02T20:45:00+02:00,14.11,-351.75,14.11,-800,,8.3,-800
2026-06-02T20:15:00+02:00,2026-06-02T20:30:00+02:00,14.54,-350.77,32,-800,,8.3,-800
2026-06-02T20:00:00+02:00,2026-06-02T20:15:00+02:00,18.86,-232.17,32,-662.81,,-3.22,-662.81
2026-06-02T19:45:00+02:00,2026-06-02T20:00:00+02:00,24.89,2.38,43.5,-23.99,,23.91,45.27
2026-06-02T19:30:00+02:00,2026-06-02T19:45:00+02:00,19.08,2.64,32,-23.99,,-24.21,15.95
2026-06-02T19:15:00+02:00,2026-06-02T19:30:00+02:00,20.91,-95.36,32,-132.09,,-24.21,-132.09
2026-06-02T19:00:00+02:00,2026-06-02T19:15:00+02:00,29.09,-93.92,52.5,-182.07,,-24.21,-182.07
2026-06-02T18:45:00+02:00,2026-06-02T19:00:00+02:00,14.7,-23.23,43.86,-120,,43.86,27.62
2026-06-02T18:30:00+02:00,2026-06-02T18:45:00+02:00,-6.6,-72.76,11.25,-130,,11.25,62.42
2026-06-02T18:15:00+02:00,2026-06-02T18:30:00+02:00,-130,-89.4,-3.58,-130,,-3.58,-103.14
2026-06-02T18:00:00+02:00,2026-06-02T18:15:00+02:00,-48.23,-247.87,45.8,-762.76,,23.27,-762.76
2026-06-02T17:45:00+02:00,2026-06-02T18:00:00+02:00,26.7,3.47,40.93,-23.99,,40.93,95.18
2026-06-02T17:30:00+02:00,2026-06-02T17:45:00+02:00,-74.48,-34.27,-3.58,-74.48,,-3.58,-74.48
2026-06-02T17:15:00+02:00,2026-06-02T17:30:00+02:00,-393.42,-339.05,-3.58,-393.42,,-3.58,-393.42
2026-06-02T17:00:00+02:00,2026-06-02T17:15:00+02:00,-355.03,-286.82,-3.58,-355.03,,-3.58,-355.03
2026-06-02T16:45:00+02:00,2026-06-02T17:00:00+02:00,-340,-169,0.59,-340,,0.59,-203.71
2026-06-02T16:30:00+02:00,2026-06-02T16:45:00+02:00,-340,-112.68,0.59,-340,,0.59,-97.81
2026-06-02T16:15:00+02:00,2026-06-02T16:30:00+02:00,-148.8,-38.07,-10,-148.8,,-10,-24.04
2026-06-02T16:00:00+02:00,2026-06-02T16:15:00+02:00,-164,-41.9,0.47,-164,,0.47,20.03
2026-06-02T15:45:00+02:00,2026-06-02T16:00:00+02:00,-42.7,-57.61,13.51,-148.8,,13.51,18.6
2026-06-02T15:30:00+02:00,2026-06-02T15:45:00+02:00,-11.11,-42.2,-20.36,-164,,-20.36,-4.7
2026-06-02T15:15:00+02:00,2026-06-02T15:30:00+02:00,-74.96,-22.08,-74.96,-22.08,,-74.96,-22.08
2026-06-02T15:00:00+02:00,2026-06-02T15:15:00+02:00,-72.59,-148.99,-72.59,-169,,-72.59,53.3
2026-06-02T14:45:00+02:00,2026-06-02T15:00:00+02:00,-54.83,43.09,-54.83,43.06,,-54.83,43.06
2026-06-02T14:30:00+02:00,2026-06-02T14:45:00+02:00,-3.06,30.94,-3.02,57.47,,-3.02,57.47
2026-06-02T14:15:00+02:00,2026-06-02T14:30:00+02:00,-36.44,34.87,-36.44,34.87,,-36.44,34.87
2026-06-02T14:00:00+02:00,2026-06-02T14:15:00+02:00,-0.4,3.88,-0.33,59.19,,-0.33,59.19
2026-06-02T13:45:00+02:00,2026-06-02T14:00:00+02:00,51.42,-44.95,52.5,-130,,1.46,-0.79
2026-06-02T13:30:00+02:00,2026-06-02T13:45:00+02:00,51.73,-57.99,52.5,-130,,15.17,6.02
2026-06-02T13:15:00+02:00,2026-06-02T13:30:00+02:00,49.64,-52.79,52.5,-130,,24.94,15.04
2026-06-02T13:00:00+02:00,2026-06-02T13:15:00+02:00,46.45,-52.48,52.5,-130,,41.35,25.35
2026-06-02T12:45:00+02:00,2026-06-02T13:00:00+02:00,39.6,-127.79,52.5,-224.59,,3.39,-224.59
2026-06-02T12:30:00+02:00,2026-06-02T12:45:00+02:00,39.78,-87.82,52.5,-130,,-24.21,7.03
2026-06-02T12:15:00+02:00,2026-06-02T12:30:00+02:00,42.67,-78.08,43.5,-130,,23.23,13.12
2026-06-02T12:00:00+02:00,2026-06-02T12:15:00+02:00,41.97,-75,43.5,-130,,31.96,52.09
2026-06-02T11:45:00+02:00,2026-06-02T12:00:00+02:00,34.7,-73.82,43.5,-130,,27.82,40.96
2026-06-02T11:30:00+02:00,2026-06-02T11:45:00+02:00,29.16,-71.92,43.5,-130,,-19.48,28.77
2026-06-02T11:15:00+02:00,2026-06-02T11:30:00+02:00,43.5,-54.37,43.5,-130,,-24.21,-54.21
2026-06-02T11:00:00+02:00,2026-06-02T11:15:00+02:00,58.95,-213.26,121.3,-306.55,,-24.21,-306.55
2026-06-02T10:45:00+02:00,2026-06-02T11:00:00+02:00,64.47,-2.38,121.3,-22.62,,-24.21,-22.62
2026-06-02T10:30:00+02:00,2026-06-02T10:45:00+02:00,55.13,36.84,121.3,-11.17,,-24.21,-11.17
2026-06-02T10:15:00+02:00,2026-06-02T10:30:00+02:00,55.11,46.36,121.3,-13.37,,-24.21,-13.37
2026-06-02T10:00:00+02:00,2026-06-02T10:15:00+02:00,55.04,113.73,121.3,71.12,,50.27,71.12
2026-06-02T09:45:00+02:00,2026-06-02T10:00:00+02:00,52.26,99.9,121.3,14,,49.95,121.2
2026-06-02T09:30:00+02:00,2026-06-02T09:45:00+02:00,163.94,176.51,216.99,14,,216.99,121.2
2026-06-02T09:15:00+02:00,2026-06-02T09:30:00+02:00,144.93,116.24,146.59,14,,146.59,121.2
2026-06-02T09:00:00+02:00,2026-06-02T09:15:00+02:00,86.19,25.8,121.3,14,,104.26,88.1
2026-06-02T08:45:00+02:00,2026-06-02T09:00:00+02:00,36.7,84.37,121.3,14,,19.8,103.51
2026-06-02T08:30:00+02:00,2026-06-02T08:45:00+02:00,34.79,29.18,34.77,14,,34.77,121.2
2026-06-02T08:15:00+02:00,2026-06-02T08:30:00+02:00,111.22,27.37,111,12.9,,111,121.2
2026-06-02T08:00:00+02:00,2026-06-02T08:15:00+02:00,62.8,26.96,62.8,12.9,,62.8,107.73
2026-06-02T07:45:00+02:00,2026-06-02T08:00:00+02:00,170.06,41.75,172.8,12.9,,-12.89,82.74
2026-06-02T07:30:00+02:00,2026-06-02T07:45:00+02:00,170.06,41.96,172.8,12.9,,-11.86,70.07
2026-06-02T07:15:00+02:00,2026-06-02T07:30:00+02:00,170.06,31.4,172.8,1.7,,-11.86,106.41
2026-06-02T07:00:00+02:00,2026-06-02T07:15:00+02:00,170.06,34.77,172.8,1.7,,-10.85,34.33
2026-06-02T06:45:00+02:00,2026-06-02T07:00:00+02:00,178.9,-234.92,182.11,-377.47,,8.3,-377.47
2026-06-02T06:30:00+02:00,2026-06-02T06:45:00+02:00,178.9,-309.82,182.11,-399.29,,8.3,-399.29
2026-06-02T06:15:00+02:00,2026-06-02T06:30:00+02:00,178.9,-308.67,182.11,-407.48,,15.7,-407.48
2026-06-02T06:00:00+02:00,2026-06-02T06:15:00+02:00,177.08,-439.6,182.11,-682.51,,15.7,-682.51
2026-06-02T05:45:00+02:00,2026-06-02T06:00:00+02:00,140.37,125.94,154,125.94,,32.29,125.94
2026-06-02T05:30:00+02:00,2026-06-02T05:45:00+02:00,141.44,120.13,154,120.13,,83.11,120.13
2026-06-02T05:15:00+02:00,2026-06-02T05:30:00+02:00,126.93,120.07,154,120.07,,83.59,120.07
2026-06-02T05:00:00+02:00,2026-06-02T05:15:00+02:00,126.81,84.38,154,84.38,,19.52,84.38
2026-06-02T04:45:00+02:00,2026-06-02T05:00:00+02:00,84.57,121.19,139,121.19,,43.72,121.19
2026-06-02T04:30:00+02:00,2026-06-02T04:45:00+02:00,97.65,75.64,139,75.5,,83.97,75.5
2026-06-02T04:15:00+02:00,2026-06-02T04:30:00+02:00,15.7,11.24,15.7,11.24,,15.7,11.24
2026-06-02T04:00:00+02:00,2026-06-02T04:15:00+02:00,15.7,33.59,15.7,33.63,,15.7,33.63
2026-06-02T03:45:00+02:00,2026-06-02T04:00:00+02:00,148.74,-75.31,149,-75.31,,15.7,-75.31
2026-06-02T03:30:00+02:00,2026-06-02T03:45:00+02:00,148.74,-35.93,149,-35.93,,15.7,-35.93
2026-06-02T03:15:00+02:00,2026-06-02T03:30:00+02:00,147.17,-17.66,149,-17.66,,59.16,-17.66
2026-06-02T03:00:00+02:00,2026-06-02T03:15:00+02:00,148.63,-22.3,149,-22.98,,64.12,-22.98
2026-06-02T02:45:00+02:00,2026-06-02T03:00:00+02:00,149.63,-798.04,157,-798.04,,15.7,-798.04
2026-06-02T02:30:00+02:00,2026-06-02T02:45:00+02:00,149.63,-138.64,157,-147.11,,18.2,-147.11
2026-06-02T02:15:00+02:00,2026-06-02T02:30:00+02:00,147.71,-207.44,157,-227.03,,0,-227.03
2026-06-02T02:00:00+02:00,2026-06-02T02:15:00+02:00,147.23,-12.22,157,-25.34,,0,-25.34
2026-06-04T01:45:00+02:00,2026-06-04T02:00:00+02:00,24.38,51,35.2,50,,27.28,50
2026-06-04T01:30:00+02:00,2026-06-04T01:45:00+02:00,30.13,88.7,35.2,88.7,,21.53,88.7
2026-06-04T01:15:00+02:00,2026-06-04T01:30:00+02:00,38.37,47.47,42.77,47.47,,42.77,47.47
2026-06-04T01:00:00+02:00,2026-06-04T01:15:00+02:00,69.92,51,99.91,51,,99.91,50
2026-06-04T00:45:00+02:00,2026-06-04T01:00:00+02:00,50.96,51,78.07,51,,78.07,50
2026-06-04T00:30:00+02:00,2026-06-04T00:45:00+02:00,37.97,37.58,48.9,37.58,,48.9,37.58
2026-06-04T00:15:00+02:00,2026-06-04T00:30:00+02:00,49.7,67.01,61.07,67.01,,61.07,67.01
2026-06-04T00:00:00+02:00,2026-06-04T00:15:00+02:00,48.33,49.83,60.97,49.83,,60.97,49.83
2026-06-03T23:45:00+02:00,2026-06-04T00:00:00+02:00,48.74,48.14,48.14,50.52,,48.14,50.52
2026-06-03T23:30:00+02:00,2026-06-03T23:45:00+02:00,77.67,71.81,77.7,68.4,,77.7,68.4
2026-06-03T23:15:00+02:00,2026-06-03T23:30:00+02:00,122.1,32.46,122.1,32.46,,1.2,32.46
2026-06-03T23:00:00+02:00,2026-06-03T23:15:00+02:00,92.87,111.71,122.1,83.48,,46.67,83.48
2026-06-03T22:45:00+02:00,2026-06-03T23:00:00+02:00,78.35,122.1,122.1,122,,57.32,122
2026-06-03T22:30:00+02:00,2026-06-03T22:45:00+02:00,69.17,122.1,122.1,122,,49.46,122
2026-06-03T22:15:00+02:00,2026-06-03T22:30:00+02:00,85.59,122.1,122.1,122,,73.84,122
2026-06-03T22:00:00+02:00,2026-06-03T22:15:00+02:00,100.09,115.24,122.1,99,,89.97,99
2026-06-03T21:45:00+02:00,2026-06-03T22:00:00+02:00,122.1,103.6,122.1,48.41,,1.2,48.41
2026-06-03T21:30:00+02:00,2026-06-03T21:45:00+02:00,110.17,121.53,122.1,94.28,,61.61,94.28
2026-06-03T21:15:00+02:00,2026-06-03T21:30:00+02:00,83.44,121.78,122.1,110.76,,58.38,110.76
2026-06-03T21:00:00+02:00,2026-06-03T21:15:00+02:00,62.23,121.37,122.1,118.25,,40.84,118.25
2026-06-03T20:45:00+02:00,2026-06-03T21:00:00+02:00,66.78,84.12,122.1,53.45,,16.06,53.45
2026-06-03T20:30:00+02:00,2026-06-03T20:45:00+02:00,66.64,109.32,122.1,-340,,60.36,73.07
2026-06-03T20:15:00+02:00,2026-06-03T20:30:00+02:00,66.78,100.07,122.1,-340,,-1.3,62.9
2026-06-03T20:00:00+02:00,2026-06-03T20:15:00+02:00,64.95,10.65,122.1,-340,,61.55,56.44
2026-06-03T19:45:00+02:00,2026-06-03T20:00:00+02:00,67.35,122.1,122.1,125,,67.99,122.01
2026-06-03T19:30:00+02:00,2026-06-03T19:45:00+02:00,98.27,0.55,122.1,-23.99,,118.21,122.01
2026-06-03T19:15:00+02:00,2026-06-03T19:30:00+02:00,161.16,-3.05,216.72,-23.99,,216.72,122.01
2026-06-03T19:00:00+02:00,2026-06-03T19:15:00+02:00,108.61,-8.65,124.48,-23.99,,124.48,122.01
2026-06-03T18:45:00+02:00,2026-06-03T19:00:00+02:00,26.08,-11.99,26.08,-23.99,,26.08,122.01
2026-06-03T18:30:00+02:00,2026-06-03T18:45:00+02:00,42.34,-23.83,42.27,-23.99,,42.27,56.96
2026-06-03T18:15:00+02:00,2026-06-03T18:30:00+02:00,-0.67,-11.89,-0.67,-23.99,,-0.67,-6.86
2026-06-03T18:00:00+02:00,2026-06-03T18:15:00+02:00,-24.21,-398.58,-24.21,-409.71,,-24.21,-409.71
2026-06-03T17:45:00+02:00,2026-06-03T18:00:00+02:00,-24.21,-320.49,-24.21,-365.55,,-24.21,-365.55
2026-06-03T17:30:00+02:00,2026-06-03T17:45:00+02:00,30.33,69.54,31.57,69.54,,31.57,69.54
2026-06-03T17:15:00+02:00,2026-06-03T17:30:00+02:00,5.34,-69.29,5.19,-164,,5.19,51.85
2026-06-03T17:00:00+02:00,2026-06-03T17:15:00+02:00,50.7,-6.01,50.7,-29.71,,50.7,72.46
2026-06-03T16:45:00+02:00,2026-06-03T17:00:00+02:00,31.52,-106.51,31.21,-247.4,,31.21,102.11
2026-06-03T16:30:00+02:00,2026-06-03T16:45:00+02:00,20.79,-145.91,22.67,-340,,22.67,67.75
2026-06-03T16:15:00+02:00,2026-06-03T16:30:00+02:00,10.02,-19.41,10.21,-29.71,,10.21,109.57
2026-06-03T16:00:00+02:00,2026-06-03T16:15:00+02:00,32.59,-29.71,33.52,-29.71,,33.52,122
2026-06-03T15:45:00+02:00,2026-06-03T16:00:00+02:00,22.21,-29.16,34.8,-29.71,,3.07,45.77
2026-06-03T15:30:00+02:00,2026-06-03T15:45:00+02:00,34.46,-25.13,34.8,-29.71,,-4.73,5.9
2026-06-03T15:15:00+02:00,2026-06-03T15:30:00+02:00,34.8,-28.89,34.8,-29.71,,-32.49,-6.48
2026-06-03T15:00:00+02:00,2026-06-03T15:15:00+02:00,34.39,-61.59,34.8,-168,,26.68,18.81
2026-06-03T14:45:00+02:00,2026-06-03T15:00:00+02:00,33.69,-27.13,34.8,-60,,21.73,-0.14
2026-06-03T14:30:00+02:00,2026-06-03T14:45:00+02:00,34.8,-24.66,34.8,-60,,-24.21,6.9
2026-06-03T14:15:00+02:00,2026-06-03T14:30:00+02:00,36.92,-23.64,41.54,-60,,41.54,4.2
2026-06-03T14:00:00+02:00,2026-06-03T14:15:00+02:00,34.8,-18.91,34.8,-60,,-24.21,5.76
2026-06-03T13:45:00+02:00,2026-06-03T14:00:00+02:00,-24.21,-24.22,-24.21,-60,,-24.21,-24.99
2026-06-03T13:30:00+02:00,2026-06-03T13:45:00+02:00,-24.21,-22.76,-24.21,-60,,-24.21,-20.11
2026-06-03T13:15:00+02:00,2026-06-03T13:30:00+02:00,-17.21,-66.83,-11.8,-168,,-11.8,4.13
2026-06-03T13:00:00+02:00,2026-06-03T13:15:00+02:00,-11.77,-19.45,3.43,-60,,3.43,36.89
2026-06-03T12:45:00+02:00,2026-06-03T13:00:00+02:00,-24.21,-17.23,-24.21,-60,,-24.21,23.43
2026-06-03T12:30:00+02:00,2026-06-03T12:45:00+02:00,5.09,-18.88,3.75,-60,,3.75,39
2026-06-03T12:15:00+02:00,2026-06-03T12:30:00+02:00,22.79,-17.69,23.01,-60,,23.01,42.04
2026-06-03T12:00:00+02:00,2026-06-03T12:15:00+02:00,16.04,-73.86,16.05,-172,,16.05,26.45
2026-06-03T11:45:00+02:00,2026-06-03T12:00:00+02:00,27.36,-89.91,27.15,-172,,27.15,24.5
2026-06-03T11:30:00+02:00,2026-06-03T11:45:00+02:00,-24.21,-87.74,-24.21,-172,,-24.21,29.41
2026-06-03T11:15:00+02:00,2026-06-03T11:30:00+02:00,20.07,-85.35,20.22,-172,,20.22,41.54
2026-06-03T11:00:00+02:00,2026-06-03T11:15:00+02:00,18.65,-89.78,18.64,-172,,18.64,50
2026-06-03T10:45:00+02:00,2026-06-03T11:00:00+02:00,3.61,-89.43,3.57,-172,,3.57,50
2026-06-03T10:30:00+02:00,2026-06-03T10:45:00+02:00,159.08,-80.82,158.5,-172,,158.5,39.91
2026-06-03T10:15:00+02:00,2026-06-03T10:30:00+02:00,-24.21,-285.24,-24.21,-345.9,,-24.21,-345.9
2026-06-03T10:00:00+02:00,2026-06-03T10:15:00+02:00,-24.21,-299.02,-24.21,-403.06,,-24.21,-403.06
2026-06-03T09:45:00+02:00,2026-06-03T10:00:00+02:00,34.8,-60.95,34.8,-340,,-24.21,-12.91
2026-06-03T09:30:00+02:00,2026-06-03T09:45:00+02:00,31.6,-54.36,34.8,-340,,-22.82,39.32
2026-06-03T09:15:00+02:00,2026-06-03T09:30:00+02:00,34.8,-13.82,34.8,-168,,-24.21,6.39
2026-06-03T09:00:00+02:00,2026-06-03T09:15:00+02:00,32.9,20.4,34.8,5.52,,12.9,5.52
2026-06-03T08:45:00+02:00,2026-06-03T09:00:00+02:00,-24.21,-74.63,-24.21,-147.8,,-24.21,-71.38
2026-06-03T08:30:00+02:00,2026-06-03T08:45:00+02:00,-24.21,-24.47,-24.21,-131,,-24.21,-13.06
2026-06-03T08:15:00+02:00,2026-06-03T08:30:00+02:00,-24.21,-38.64,-24.21,-67.76,,-24.21,-67.76
2026-06-03T08:00:00+02:00,2026-06-03T08:15:00+02:00,-24.21,-48.17,-24.21,-58.63,,-24.21,-58.63
2026-06-03T07:45:00+02:00,2026-06-03T08:00:00+02:00,-24.21,-301.48,-24.21,-362.2,,-24.21,-362.2
2026-06-03T07:30:00+02:00,2026-06-03T07:45:00+02:00,-4.64,-298.58,-4.64,-339.51,,-4.64,-339.51
2026-06-03T07:15:00+02:00,2026-06-03T07:30:00+02:00,-4.64,-332.54,-4.64,-370.25,,-4.64,-370.25
2026-06-03T07:00:00+02:00,2026-06-03T07:15:00+02:00,-4.79,-328.63,-4.79,-382.73,,-4.79,-382.73
2026-06-03T06:45:00+02:00,2026-06-03T07:00:00+02:00,16.4,10.69,16.4,5.42,,16.4,34.42
2026-06-03T06:30:00+02:00,2026-06-03T06:45:00+02:00,33.67,12.52,33.71,5.42,,33.71,50
2026-06-03T06:15:00+02:00,2026-06-03T06:30:00+02:00,44.12,15.25,44.12,5.42,,44.12,25.16
2026-06-03T06:00:00+02:00,2026-06-03T06:15:00+02:00,25.45,6.39,25.45,-29.71,,25.45,16.11
2026-06-03T05:45:00+02:00,2026-06-03T06:00:00+02:00,46.32,-19.54,46.31,-29.71,,46.31,50
2026-06-03T05:30:00+02:00,2026-06-03T05:45:00+02:00,55.31,-23.14,55.31,-29.71,,55.31,50
2026-06-03T05:15:00+02:00,2026-06-03T05:30:00+02:00,88.63,-23.14,88.63,-29.71,,88.63,50
2026-06-03T05:00:00+02:00,2026-06-03T05:15:00+02:00,92.22,-23.14,92.39,-29.71,,92.39,50
2026-06-03T04:45:00+02:00,2026-06-03T05:00:00+02:00,2.18,-22.82,2.21,-29.71,,2.21,90.64
2026-06-03T04:30:00+02:00,2026-06-03T04:45:00+02:00,19.6,-52.87,23.54,-172,,23.54,67.21
2026-06-03T04:15:00+02:00,2026-06-03T04:30:00+02:00,22.02,-79.65,22.02,-172,,22.02,50
2026-06-03T04:00:00+02:00,2026-06-03T04:15:00+02:00,8.55,-79.53,8.43,-172,,8.43,28.68
2026-06-03T03:45:00+02:00,2026-06-03T04:00:00+02:00,-0.22,-79.69,-1.51,-172,,-1.51,81.4
2026-06-03T03:30:00+02:00,2026-06-03T03:45:00+02:00,24.26,-79.64,24.26,-172,,24.26,50
2026-06-03T03:15:00+02:00,2026-06-03T03:30:00+02:00,13.37,-80.13,13.37,-172,,13.37,50
2026-06-03T03:00:00+02:00,2026-06-03T03:15:00+02:00,14.7,-86.36,14.7,-172,,14.7,37.36
2026-06-03T02:45:00+02:00,2026-06-03T03:00:00+02:00,7.71,-90.46,7.71,-172,,10.15,14.93
2026-06-03T02:30:00+02:00,2026-06-03T02:45:00+02:00,-13.12,-83.4,-13.12,-172,,-13.12,-5.16
2026-06-03T02:15:00+02:00,2026-06-03T02:30:00+02:00,0,-110.5,0,-202.73,,0,-202.73
2026-06-03T02:00:00+02:00,2026-06-03T02:15:00+02:00,0,-314.99,0,-406.86,,0,-406.86
2026-06-05T01:45:00+02:00,2026-06-05T02:00:00+02:00,33.3,39.86,33.32,39.86,,33.32,39.86
2026-06-05T01:30:00+02:00,2026-06-05T01:45:00+02:00,24.88,84.6,24.88,84.6,,24.88,50
2026-06-05T01:15:00+02:00,2026-06-05T01:30:00+02:00,26.7,84.6,26.69,84.6,,26.69,50
2026-06-05T01:00:00+02:00,2026-06-05T01:15:00+02:00,42.46,-300.6,42.45,-340,,42.45,48.94
2026-06-05T00:45:00+02:00,2026-06-05T01:00:00+02:00,43.32,-0.69,47.5,-340,,47.5,19.36
2026-06-05T00:30:00+02:00,2026-06-05T00:45:00+02:00,38.66,2.7,43.1,-340,,20.08,111.2
2026-06-05T00:15:00+02:00,2026-06-05T00:30:00+02:00,40.01,13.04,40.02,12.44,,40.02,27.7
2026-06-05T00:00:00+02:00,2026-06-05T00:15:00+02:00,10.9,-7.51,10.9,-340,,10.9,-18.4
2026-06-04T23:45:00+02:00,2026-06-05T00:00:00+02:00,0.3,5.57,0.3,2.15,,0.3,2.15
2026-06-04T23:30:00+02:00,2026-06-04T23:45:00+02:00,53.2,6.79,53.21,-340,,53.21,27.87
2026-06-04T23:15:00+02:00,2026-06-04T23:30:00+02:00,10.3,-9.02,10.7,-34.67,,10.7,-34.67
2026-06-04T23:00:00+02:00,2026-06-04T23:15:00+02:00,33.1,-0.14,42.37,-23.99,,42.37,45.76
2026-06-04T22:45:00+02:00,2026-06-04T23:00:00+02:00,65.29,-6.54,65.29,-172,,65.29,32.81
2026-06-04T22:30:00+02:00,2026-06-04T22:45:00+02:00,60.64,-18.4,60.59,-172,,60.59,56.53
2026-06-04T22:15:00+02:00,2026-06-04T22:30:00+02:00,45.07,-28.22,45.31,-172,,45.31,50.89
2026-06-04T22:00:00+02:00,2026-06-04T22:15:00+02:00,50.19,-30.82,49.78,-172,,49.78,-7.03
2026-06-04T21:45:00+02:00,2026-06-04T22:00:00+02:00,100.93,-132.02,128,-426.58,,10.7,-426.58
2026-06-04T21:30:00+02:00,2026-06-04T21:45:00+02:00,100.93,-208.35,128,-405.03,,9.76,-405.03
2026-06-04T21:15:00+02:00,2026-06-04T21:30:00+02:00,100.93,-285.93,128,-346.79,,6.87,-346.79
2026-06-04T21:00:00+02:00,2026-06-04T21:15:00+02:00,100.93,-314.24,128,-406.86,,6.87,-406.86
2026-06-04T20:45:00+02:00,2026-06-04T21:00:00+02:00,99.58,-243.95,128,-368.6,,6.87,-368.6
2026-06-04T20:30:00+02:00,2026-06-04T20:45:00+02:00,99.58,-133.25,128,-181.68,,6.87,-181.68
2026-06-04T20:15:00+02:00,2026-06-04T20:30:00+02:00,122.62,-121.5,128,-266.12,,7.13,-266.12
2026-06-04T20:00:00+02:00,2026-06-04T20:15:00+02:00,122.26,1.21,128,-0.2,,80.33,8.04
2026-06-04T19:45:00+02:00,2026-06-04T20:00:00+02:00,118.17,4.39,144,-0.2,,73.73,96.7
2026-06-04T19:30:00+02:00,2026-06-04T19:45:00+02:00,90.8,42.76,144,42.8,,49.63,42.8
2026-06-04T19:15:00+02:00,2026-06-04T19:30:00+02:00,68.74,1.95,144,1.6,,57.6,117
2026-06-04T19:00:00+02:00,2026-06-04T19:15:00+02:00,79.68,48.87,144,49.91,,40.38,49.91
2026-06-04T18:45:00+02:00,2026-06-04T19:00:00+02:00,30.03,3.5,117.1,-1.5,,26.41,82.38
2026-06-04T18:30:00+02:00,2026-06-04T18:45:00+02:00,52.95,22.74,117.1,27.27,,96.22,27.27
2026-06-04T18:15:00+02:00,2026-06-04T18:30:00+02:00,27.67,-195.11,117.1,-243.2,,15.99,-243.2
2026-06-04T18:00:00+02:00,2026-06-04T18:15:00+02:00,25.43,11.74,117.1,-1.5,,33.79,61.24
2026-06-04T17:45:00+02:00,2026-06-04T18:00:00+02:00,33.08,3.96,117.1,3.7,,61.43,117
2026-06-04T17:30:00+02:00,2026-06-04T17:45:00+02:00,-83.48,-34.32,117.1,-135,,25.47,62.21
2026-06-04T17:15:00+02:00,2026-06-04T17:30:00+02:00,-79.9,-3.43,117.1,-108.99,,-24.21,14.5
2026-06-04T17:00:00+02:00,2026-06-04T17:15:00+02:00,2.93,-11.86,117.1,-13.93,,-24.21,-13.93
2026-06-04T16:45:00+02:00,2026-06-04T17:00:00+02:00,-105.26,-139.37,117.1,-141.06,,-24.21,-141.06
2026-06-04T16:30:00+02:00,2026-06-04T16:45:00+02:00,32.56,7.54,117.1,0.27,,26.76,0.27
2026-06-04T16:15:00+02:00,2026-06-04T16:30:00+02:00,16.42,75.02,-24.21,74.96,,-24.21,74.96
2026-06-04T16:00:00+02:00,2026-06-04T16:15:00+02:00,-35.45,-54.13,34.8,-164,,34.8,45.8
